"vis","user_id","nregions","index","m","region_index","response","trial","block","attention_check"
"ci-50","9768cb1b","20",8,20,13,1,5,3,3
"ci-50","9768cb1b","20",8,20,14,1,5,3,3
"ci-50","9768cb1b","20",8,20,15,0,5,3,3
"ci-50","9768cb1b","20",8,20,16,1,5,3,3
"ci-50","9768cb1b","20",8,20,17,1,5,3,3
"ci-50","9768cb1b","20",8,20,18,1,5,3,3
"ci-50","9768cb1b","20",8,20,19,0,5,3,3
"ci-50","9768cb1b","20",8,20,20,1,5,3,3
"ci-50","9768cb1b","20",9,20,1,0,3,3,3
"ci-50","9768cb1b","20",9,20,2,1,3,3,3
"ci-50","9768cb1b","20",9,20,3,0,3,3,3
"ci-50","9768cb1b","20",9,20,4,1,3,3,3
"ci-50","9768cb1b","20",9,20,5,1,3,3,3
"ci-50","9768cb1b","20",9,20,6,0,3,3,3
"ci-50","9768cb1b","20",9,20,7,1,3,3,3
"ci-50","9768cb1b","20",9,20,8,1,3,3,3
"ci-50","9768cb1b","20",9,20,9,1,3,3,3
"ci-50","9768cb1b","20",9,20,10,1,3,3,3
"ci-50","9768cb1b","20",9,20,11,1,3,3,3
"ci-50","9768cb1b","20",9,20,12,0,3,3,3
"ci-50","9768cb1b","20",9,20,13,1,3,3,3
"ci-50","9768cb1b","20",9,20,14,0,3,3,3
"ci-50","9768cb1b","20",9,20,15,1,3,3,3
"ci-50","9768cb1b","20",9,20,16,1,3,3,3
"ci-50","9768cb1b","20",9,20,17,0,3,3,3
"ci-50","9768cb1b","20",9,20,18,0,3,3,3
"ci-50","9768cb1b","20",9,20,19,1,3,3,3
"ci-50","9768cb1b","20",9,20,20,1,3,3,3
"ci-50","9768cb1b","20",10,20,1,1,9,3,3
"ci-50","9768cb1b","20",10,20,2,1,9,3,3
"ci-50","9768cb1b","20",10,20,3,1,9,3,3
"ci-50","9768cb1b","20",10,20,4,0,9,3,3
"ci-50","9768cb1b","20",10,20,5,1,9,3,3
"ci-50","9768cb1b","20",10,20,6,0,9,3,3
"ci-50","9768cb1b","20",10,20,7,1,9,3,3
"ci-50","9768cb1b","20",10,20,8,1,9,3,3
"ci-50","9768cb1b","20",10,20,9,1,9,3,3
"ci-50","9768cb1b","20",10,20,10,1,9,3,3
"ci-50","9768cb1b","20",10,20,11,0,9,3,3
"ci-50","9768cb1b","20",10,20,12,1,9,3,3
"ci-50","9768cb1b","20",10,20,13,1,9,3,3
"ci-50","9768cb1b","20",10,20,14,1,9,3,3
"ci-50","9768cb1b","20",10,20,15,1,9,3,3
"ci-50","9768cb1b","20",10,20,16,0,9,3,3
"ci-50","9768cb1b","20",10,20,17,0,9,3,3
"ci-50","9768cb1b","20",10,20,18,0,9,3,3
"ci-50","9768cb1b","20",10,20,19,1,9,3,3
"ci-50","9768cb1b","20",10,20,20,1,9,3,3
"pdf","fcad550e","12",1,12,1,0,8,3,3
"pdf","fcad550e","12",1,12,2,0,8,3,3
"pdf","fcad550e","12",1,12,3,0,8,3,3
"pdf","fcad550e","12",1,12,4,0,8,3,3
"pdf","fcad550e","12",1,12,5,0,8,3,3
"pdf","fcad550e","12",1,12,6,0,8,3,3
"pdf","fcad550e","12",1,12,7,0,8,3,3
"pdf","fcad550e","12",1,12,8,1,8,3,3
"pdf","fcad550e","12",1,12,9,1,8,3,3
"pdf","fcad550e","12",1,12,10,0,8,3,3
"pdf","fcad550e","12",1,12,11,0,8,3,3
"pdf","fcad550e","12",1,12,12,0,8,3,3
"pdf","fcad550e","12",2,12,1,0,1,3,3
"pdf","fcad550e","12",2,12,2,0,1,3,3
"pdf","fcad550e","12",2,12,3,0,1,3,3
"pdf","fcad550e","12",2,12,4,0,1,3,3
"pdf","fcad550e","12",2,12,5,1,1,3,3
"pdf","fcad550e","12",2,12,6,0,1,3,3
"pdf","fcad550e","12",2,12,7,0,1,3,3
"pdf","fcad550e","12",2,12,8,0,1,3,3
"pdf","fcad550e","12",2,12,9,0,1,3,3
"pdf","fcad550e","12",2,12,10,0,1,3,3
"pdf","fcad550e","12",2,12,11,0,1,3,3
"pdf","fcad550e","12",2,12,12,0,1,3,3
"pdf","fcad550e","12",3,12,1,1,0,3,3
"pdf","fcad550e","12",3,12,2,1,0,3,3
"pdf","fcad550e","12",3,12,3,1,0,3,3
"pdf","fcad550e","12",3,12,4,1,0,3,3
"pdf","fcad550e","12",3,12,5,1,0,3,3
"pdf","fcad550e","12",3,12,6,1,0,3,3
"pdf","fcad550e","12",3,12,7,1,0,3,3
"pdf","fcad550e","12",3,12,8,1,0,3,3
"pdf","fcad550e","12",3,12,9,1,0,3,3
"pdf","fcad550e","12",3,12,10,1,0,3,3
"pdf","fcad550e","12",3,12,11,1,0,3,3
"pdf","fcad550e","12",3,12,12,1,0,3,3
"pdf","fcad550e","12",3,12,1,0,2,3,3
"pdf","fcad550e","12",3,12,2,0,2,3,3
"pdf","fcad550e","12",3,12,3,0,2,3,3
"pdf","fcad550e","12",3,12,4,0,2,3,3
"pdf","fcad550e","12",3,12,5,0,2,3,3
"pdf","fcad550e","12",3,12,6,1,2,3,3
"pdf","fcad550e","12",3,12,7,1,2,3,3
"pdf","fcad550e","12",3,12,8,0,2,3,3
"pdf","fcad550e","12",3,12,9,1,2,3,3
"pdf","fcad550e","12",3,12,10,0,2,3,3
"pdf","fcad550e","12",3,12,11,1,2,3,3
"pdf","fcad550e","12",3,12,12,0,2,3,3
"pdf","fcad550e","12",4,12,1,0,5,3,3
"pdf","fcad550e","12",4,12,2,0,5,3,3
"pdf","fcad550e","12",4,12,3,0,5,3,3
"pdf","fcad550e","12",4,12,4,0,5,3,3
"pdf","fcad550e","12",4,12,5,0,5,3,3
"pdf","fcad550e","12",4,12,6,1,5,3,3
"pdf","fcad550e","12",4,12,7,0,5,3,3
"pdf","fcad550e","12",4,12,8,0,5,3,3
"pdf","fcad550e","12",4,12,9,1,5,3,3
"pdf","fcad550e","12",4,12,10,0,5,3,3
"pdf","fcad550e","12",4,12,11,1,5,3,3
"pdf","fcad550e","12",4,12,12,0,5,3,3
"pdf","fcad550e","12",5,12,1,0,7,3,3
"pdf","fcad550e","12",5,12,2,0,7,3,3
"pdf","fcad550e","12",5,12,3,0,7,3,3
"pdf","fcad550e","12",5,12,4,0,7,3,3
"pdf","fcad550e","12",5,12,5,1,7,3,3
"pdf","fcad550e","12",5,12,6,0,7,3,3
"pdf","fcad550e","12",5,12,7,0,7,3,3
"pdf","fcad550e","12",5,12,8,0,7,3,3
"pdf","fcad550e","12",5,12,9,0,7,3,3
"pdf","fcad550e","12",5,12,10,0,7,3,3
"pdf","fcad550e","12",5,12,11,0,7,3,3
"pdf","fcad550e","12",5,12,12,1,7,3,3
"pdf","fcad550e","12",6,12,1,0,4,3,3
"pdf","fcad550e","12",6,12,2,1,4,3,3
"pdf","fcad550e","12",6,12,3,0,4,3,3
"pdf","fcad550e","12",6,12,4,0,4,3,3
"pdf","fcad550e","12",6,12,5,1,4,3,3
"pdf","fcad550e","12",6,12,6,1,4,3,3
"pdf","fcad550e","12",6,12,7,0,4,3,3
"pdf","fcad550e","12",6,12,8,0,4,3,3
"pdf","fcad550e","12",6,12,9,0,4,3,3
"pdf","fcad550e","12",6,12,10,0,4,3,3
"pdf","fcad550e","12",6,12,11,0,4,3,3
"pdf","fcad550e","12",6,12,12,0,4,3,3
"pdf","fcad550e","12",7,12,1,1,10,3,3
"pdf","fcad550e","12",7,12,2,0,10,3,3
"pdf","fcad550e","12",7,12,3,0,10,3,3
"pdf","fcad550e","12",7,12,4,0,10,3,3
"pdf","fcad550e","12",7,12,5,0,10,3,3
"pdf","fcad550e","12",7,12,6,0,10,3,3
"pdf","fcad550e","12",7,12,7,0,10,3,3
"pdf","fcad550e","12",7,12,8,0,10,3,3
"pdf","fcad550e","12",7,12,9,1,10,3,3
"pdf","fcad550e","12",7,12,10,1,10,3,3
"pdf","fcad550e","12",7,12,11,1,10,3,3
"pdf","fcad550e","12",7,12,12,0,10,3,3
"pdf","fcad550e","12",8,12,1,0,9,3,3
"pdf","fcad550e","12",8,12,2,0,9,3,3
"pdf","fcad550e","12",8,12,3,0,9,3,3
"pdf","fcad550e","12",8,12,4,1,9,3,3
"pdf","fcad550e","12",8,12,5,1,9,3,3
"pdf","fcad550e","12",8,12,6,0,9,3,3
"pdf","fcad550e","12",8,12,7,0,9,3,3
"pdf","fcad550e","12",8,12,8,0,9,3,3
"pdf","fcad550e","12",8,12,9,0,9,3,3
"pdf","fcad550e","12",8,12,10,1,9,3,3
"pdf","fcad550e","12",8,12,11,0,9,3,3
"pdf","fcad550e","12",8,12,12,0,9,3,3
"pdf","fcad550e","12",9,12,1,1,3,3,3
"pdf","fcad550e","12",9,12,2,0,3,3,3
"pdf","fcad550e","12",9,12,3,0,3,3,3
"pdf","fcad550e","12",9,12,4,0,3,3,3
"pdf","fcad550e","12",9,12,5,0,3,3,3
"pdf","fcad550e","12",9,12,6,0,3,3,3
"pdf","fcad550e","12",9,12,7,0,3,3,3
"pdf","fcad550e","12",9,12,8,1,3,3,3
"pdf","fcad550e","12",9,12,9,0,3,3,3
"pdf","fcad550e","12",9,12,10,0,3,3,3
"pdf","fcad550e","12",9,12,11,0,3,3,3
"pdf","fcad550e","12",9,12,12,0,3,3,3
"pdf","fcad550e","12",10,12,1,0,6,3,3
"pdf","fcad550e","12",10,12,2,0,6,3,3
"pdf","fcad550e","12",10,12,3,0,6,3,3
"pdf","fcad550e","12",10,12,4,0,6,3,3
"pdf","fcad550e","12",10,12,5,0,6,3,3
"pdf","fcad550e","12",10,12,6,0,6,3,3
"pdf","fcad550e","12",10,12,7,0,6,3,3
"pdf","fcad550e","12",10,12,8,0,6,3,3
"pdf","fcad550e","12",10,12,9,1,6,3,3
"pdf","fcad550e","12",10,12,10,0,6,3,3
"pdf","fcad550e","12",10,12,11,0,6,3,3
"pdf","fcad550e","12",10,12,12,0,6,3,3
"pdf","fcad550e","12",1,16,1,1,8,2,3
"pdf","fcad550e","12",1,16,2,1,8,2,3
"pdf","fcad550e","12",1,16,3,0,8,2,3
"pdf","fcad550e","12",1,16,4,1,8,2,3
"pdf","fcad550e","12",1,16,5,0,8,2,3
"pdf","fcad550e","12",1,16,6,0,8,2,3
"pdf","fcad550e","12",1,16,7,0,8,2,3
"pdf","fcad550e","12",1,16,8,0,8,2,3
"pdf","fcad550e","12",1,16,9,0,8,2,3
"pdf","fcad550e","12",1,16,10,1,8,2,3
"pdf","fcad550e","12",1,16,11,0,8,2,3
"pdf","fcad550e","12",1,16,12,0,8,2,3
"pdf","fcad550e","12",1,16,13,0,8,2,3
"pdf","fcad550e","12",1,16,14,0,8,2,3
"pdf","fcad550e","12",1,16,15,1,8,2,3
"pdf","fcad550e","12",1,16,16,0,8,2,3
"pdf","fcad550e","12",2,16,1,0,1,2,3
"pdf","fcad550e","12",2,16,2,0,1,2,3
"pdf","fcad550e","12",2,16,3,0,1,2,3
"pdf","fcad550e","12",2,16,4,0,1,2,3
"pdf","fcad550e","12",2,16,5,0,1,2,3
"pdf","fcad550e","12",2,16,6,0,1,2,3
"pdf","fcad550e","12",2,16,7,1,1,2,3
"pdf","fcad550e","12",2,16,8,1,1,2,3
"pdf","fcad550e","12",2,16,9,0,1,2,3
"pdf","fcad550e","12",2,16,10,0,1,2,3
"pdf","fcad550e","12",2,16,11,0,1,2,3
"pdf","fcad550e","12",2,16,12,1,1,2,3
"pdf","fcad550e","12",2,16,13,0,1,2,3
"pdf","fcad550e","12",2,16,14,0,1,2,3
"pdf","fcad550e","12",2,16,15,0,1,2,3
"pdf","fcad550e","12",2,16,16,1,1,2,3
"pdf","fcad550e","12",3,16,1,1,0,2,3
"pdf","fcad550e","12",3,16,2,1,0,2,3
"pdf","fcad550e","12",3,16,3,1,0,2,3
"pdf","fcad550e","12",3,16,4,1,0,2,3
"pdf","fcad550e","12",3,16,5,1,0,2,3
"pdf","fcad550e","12",3,16,6,1,0,2,3
"pdf","fcad550e","12",3,16,7,1,0,2,3
"pdf","fcad550e","12",3,16,8,1,0,2,3
"pdf","fcad550e","12",3,16,9,1,0,2,3
"pdf","fcad550e","12",3,16,10,1,0,2,3
"pdf","fcad550e","12",3,16,11,1,0,2,3
"pdf","fcad550e","12",3,16,12,1,0,2,3
"pdf","fcad550e","12",3,16,13,1,0,2,3
"pdf","fcad550e","12",3,16,14,1,0,2,3
"pdf","fcad550e","12",3,16,15,1,0,2,3
"pdf","fcad550e","12",3,16,16,1,0,2,3
"pdf","fcad550e","12",3,16,1,1,2,2,3
"pdf","fcad550e","12",3,16,2,0,2,2,3
"pdf","fcad550e","12",3,16,3,1,2,2,3
"pdf","fcad550e","12",3,16,4,0,2,2,3
"pdf","fcad550e","12",3,16,5,0,2,2,3
"pdf","fcad550e","12",3,16,6,0,2,2,3
"pdf","fcad550e","12",3,16,7,0,2,2,3
"pdf","fcad550e","12",3,16,8,0,2,2,3
"pdf","fcad550e","12",3,16,9,1,2,2,3
"pdf","fcad550e","12",3,16,10,0,2,2,3
"pdf","fcad550e","12",3,16,11,0,2,2,3
"pdf","fcad550e","12",3,16,12,0,2,2,3
"pdf","fcad550e","12",3,16,13,0,2,2,3
"pdf","fcad550e","12",3,16,14,1,2,2,3
"pdf","fcad550e","12",3,16,15,1,2,2,3
"pdf","fcad550e","12",3,16,16,0,2,2,3
"pdf","fcad550e","12",4,16,1,0,5,2,3
"pdf","fcad550e","12",4,16,2,0,5,2,3
"pdf","fcad550e","12",4,16,3,1,5,2,3
"pdf","fcad550e","12",4,16,4,0,5,2,3
"pdf","fcad550e","12",4,16,5,0,5,2,3
"pdf","fcad550e","12",4,16,6,0,5,2,3
"pdf","fcad550e","12",4,16,7,0,5,2,3
"pdf","fcad550e","12",4,16,8,0,5,2,3
"pdf","fcad550e","12",4,16,9,1,5,2,3
"pdf","fcad550e","12",4,16,10,0,5,2,3
"pdf","fcad550e","12",4,16,11,0,5,2,3
"pdf","fcad550e","12",4,16,12,0,5,2,3
"pdf","fcad550e","12",4,16,13,0,5,2,3
"pdf","fcad550e","12",4,16,14,0,5,2,3
"pdf","fcad550e","12",4,16,15,0,5,2,3
"pdf","fcad550e","12",4,16,16,1,5,2,3
"pdf","fcad550e","12",5,16,1,1,7,2,3
"pdf","fcad550e","12",5,16,2,0,7,2,3
"pdf","fcad550e","12",5,16,3,0,7,2,3
"pdf","fcad550e","12",5,16,4,0,7,2,3
"pdf","fcad550e","12",5,16,5,0,7,2,3
"pdf","fcad550e","12",5,16,6,0,7,2,3
"pdf","fcad550e","12",5,16,7,0,7,2,3
"pdf","fcad550e","12",5,16,8,1,7,2,3
"pdf","fcad550e","12",5,16,9,0,7,2,3
"pdf","fcad550e","12",5,16,10,1,7,2,3
"pdf","fcad550e","12",5,16,11,1,7,2,3
"pdf","fcad550e","12",5,16,12,0,7,2,3
"pdf","fcad550e","12",5,16,13,1,7,2,3
"pdf","fcad550e","12",5,16,14,0,7,2,3
"pdf","fcad550e","12",5,16,15,1,7,2,3
"pdf","fcad550e","12",5,16,16,0,7,2,3
"pdf","fcad550e","12",6,16,1,0,4,2,3
"pdf","fcad550e","12",6,16,2,0,4,2,3
"pdf","fcad550e","12",6,16,3,0,4,2,3
"pdf","fcad550e","12",6,16,4,1,4,2,3
"pdf","fcad550e","12",6,16,5,0,4,2,3
"pdf","fcad550e","12",6,16,6,0,4,2,3
"pdf","fcad550e","12",6,16,7,0,4,2,3
"pdf","fcad550e","12",6,16,8,0,4,2,3
"pdf","fcad550e","12",6,16,9,0,4,2,3
"pdf","fcad550e","12",6,16,10,0,4,2,3
"pdf","fcad550e","12",6,16,11,0,4,2,3
"pdf","fcad550e","12",6,16,12,0,4,2,3
"pdf","fcad550e","12",6,16,13,0,4,2,3
"pdf","fcad550e","12",6,16,14,0,4,2,3
"pdf","fcad550e","12",6,16,15,1,4,2,3
"pdf","fcad550e","12",6,16,16,0,4,2,3
"pdf","fcad550e","12",7,16,1,1,10,2,3
"pdf","fcad550e","12",7,16,2,1,10,2,3
"pdf","fcad550e","12",7,16,3,0,10,2,3
"pdf","fcad550e","12",7,16,4,0,10,2,3
"pdf","fcad550e","12",7,16,5,0,10,2,3
"pdf","fcad550e","12",7,16,6,1,10,2,3
"pdf","fcad550e","12",7,16,7,1,10,2,3
"pdf","fcad550e","12",7,16,8,0,10,2,3
"pdf","fcad550e","12",7,16,9,0,10,2,3
"pdf","fcad550e","12",7,16,10,0,10,2,3
"pdf","fcad550e","12",7,16,11,0,10,2,3
"pdf","fcad550e","12",7,16,12,0,10,2,3
"pdf","fcad550e","12",7,16,13,1,10,2,3
"pdf","fcad550e","12",7,16,14,0,10,2,3
"pdf","fcad550e","12",7,16,15,1,10,2,3
"pdf","fcad550e","12",7,16,16,0,10,2,3
"pdf","fcad550e","12",8,16,1,0,9,2,3
"pdf","fcad550e","12",8,16,2,0,9,2,3
"pdf","fcad550e","12",8,16,3,0,9,2,3
"pdf","fcad550e","12",8,16,4,1,9,2,3
"pdf","fcad550e","12",8,16,5,0,9,2,3
"pdf","fcad550e","12",8,16,6,1,9,2,3
"pdf","fcad550e","12",8,16,7,1,9,2,3
"pdf","fcad550e","12",8,16,8,1,9,2,3
"pdf","fcad550e","12",8,16,9,0,9,2,3
"pdf","fcad550e","12",8,16,10,0,9,2,3
"pdf","fcad550e","12",8,16,11,0,9,2,3
"pdf","fcad550e","12",8,16,12,1,9,2,3
"pdf","fcad550e","12",8,16,13,0,9,2,3
"pdf","fcad550e","12",8,16,14,0,9,2,3
"pdf","fcad550e","12",8,16,15,1,9,2,3
"pdf","fcad550e","12",8,16,16,0,9,2,3
"pdf","fcad550e","12",9,16,1,0,3,2,3
"pdf","fcad550e","12",9,16,2,0,3,2,3
"pdf","fcad550e","12",9,16,3,0,3,2,3
"pdf","fcad550e","12",9,16,4,1,3,2,3
"pdf","fcad550e","12",9,16,5,1,3,2,3
"pdf","fcad550e","12",9,16,6,0,3,2,3
"pdf","fcad550e","12",9,16,7,1,3,2,3
"pdf","fcad550e","12",9,16,8,0,3,2,3
"pdf","fcad550e","12",9,16,9,0,3,2,3
"pdf","fcad550e","12",9,16,10,1,3,2,3
"pdf","fcad550e","12",9,16,11,0,3,2,3
"pdf","fcad550e","12",9,16,12,1,3,2,3
"pdf","fcad550e","12",9,16,13,0,3,2,3
"pdf","fcad550e","12",9,16,14,0,3,2,3
"pdf","fcad550e","12",9,16,15,0,3,2,3
"pdf","fcad550e","12",9,16,16,0,3,2,3
"pdf","fcad550e","12",10,16,1,1,6,2,3
"pdf","fcad550e","12",10,16,2,1,6,2,3
"pdf","fcad550e","12",10,16,3,0,6,2,3
"pdf","fcad550e","12",10,16,4,1,6,2,3
"pdf","fcad550e","12",10,16,5,0,6,2,3
"pdf","fcad550e","12",10,16,6,0,6,2,3
"pdf","fcad550e","12",10,16,7,0,6,2,3
"pdf","fcad550e","12",10,16,8,0,6,2,3
"pdf","fcad550e","12",10,16,9,0,6,2,3
"pdf","fcad550e","12",10,16,10,1,6,2,3
"pdf","fcad550e","12",10,16,11,0,6,2,3
"pdf","fcad550e","12",10,16,12,0,6,2,3
"pdf","fcad550e","12",10,16,13,0,6,2,3
"pdf","fcad550e","12",10,16,14,0,6,2,3
"pdf","fcad550e","12",10,16,15,1,6,2,3
"pdf","fcad550e","12",10,16,16,0,6,2,3
"pdf","fcad550e","12",1,20,1,0,8,1,3
"pdf","fcad550e","12",1,20,2,1,8,1,3
"pdf","fcad550e","12",1,20,3,1,8,1,3
"pdf","fcad550e","12",1,20,4,0,8,1,3
"pdf","fcad550e","12",1,20,5,1,8,1,3
"pdf","fcad550e","12",1,20,6,0,8,1,3
"pdf","fcad550e","12",1,20,7,1,8,1,3
"pdf","fcad550e","12",1,20,8,1,8,1,3
"pdf","fcad550e","12",1,20,9,1,8,1,3
"pdf","fcad550e","12",1,20,10,0,8,1,3
"pdf","fcad550e","12",1,20,11,0,8,1,3
"pdf","fcad550e","12",1,20,12,0,8,1,3
"pdf","fcad550e","12",1,20,13,1,8,1,3
"pdf","fcad550e","12",1,20,14,0,8,1,3
"pdf","fcad550e","12",1,20,15,1,8,1,3
"pdf","fcad550e","12",1,20,16,0,8,1,3
"pdf","fcad550e","12",1,20,17,1,8,1,3
"pdf","fcad550e","12",1,20,18,0,8,1,3
"pdf","fcad550e","12",1,20,19,0,8,1,3
"pdf","fcad550e","12",1,20,20,1,8,1,3
"pdf","fcad550e","12",2,20,1,0,1,1,3
"pdf","fcad550e","12",2,20,2,1,1,1,3
"pdf","fcad550e","12",2,20,3,1,1,1,3
"pdf","fcad550e","12",2,20,4,0,1,1,3
"pdf","fcad550e","12",2,20,5,0,1,1,3
"pdf","fcad550e","12",2,20,6,1,1,1,3
"pdf","fcad550e","12",2,20,7,1,1,1,3
"pdf","fcad550e","12",2,20,8,0,1,1,3
"pdf","fcad550e","12",2,20,9,1,1,1,3
"pdf","fcad550e","12",2,20,10,1,1,1,3
"pdf","fcad550e","12",2,20,11,1,1,1,3
"pdf","fcad550e","12",2,20,12,1,1,1,3
"pdf","fcad550e","12",2,20,13,0,1,1,3
"pdf","fcad550e","12",2,20,14,1,1,1,3
"pdf","fcad550e","12",2,20,15,0,1,1,3
"pdf","fcad550e","12",2,20,16,1,1,1,3
"pdf","fcad550e","12",2,20,17,0,1,1,3
"pdf","fcad550e","12",2,20,18,0,1,1,3
"pdf","fcad550e","12",2,20,19,1,1,1,3
"pdf","fcad550e","12",2,20,20,1,1,1,3
"pdf","fcad550e","12",3,20,1,1,0,1,3
"pdf","fcad550e","12",3,20,2,1,0,1,3
"pdf","fcad550e","12",3,20,3,1,0,1,3
"pdf","fcad550e","12",3,20,4,1,0,1,3
"pdf","fcad550e","12",3,20,5,1,0,1,3
"pdf","fcad550e","12",3,20,6,1,0,1,3
"pdf","fcad550e","12",3,20,7,1,0,1,3
"pdf","fcad550e","12",3,20,8,1,0,1,3
"pdf","fcad550e","12",3,20,9,1,0,1,3
"pdf","fcad550e","12",3,20,10,1,0,1,3
"pdf","fcad550e","12",3,20,11,1,0,1,3
"pdf","fcad550e","12",3,20,12,1,0,1,3
"pdf","fcad550e","12",3,20,13,1,0,1,3
"pdf","fcad550e","12",3,20,14,1,0,1,3
"pdf","fcad550e","12",3,20,15,1,0,1,3
"pdf","fcad550e","12",3,20,16,1,0,1,3
"pdf","fcad550e","12",3,20,17,1,0,1,3
"pdf","fcad550e","12",3,20,18,1,0,1,3
"pdf","fcad550e","12",3,20,19,1,0,1,3
"pdf","fcad550e","12",3,20,20,1,0,1,3
"pdf","fcad550e","12",3,20,1,0,2,1,3
"pdf","fcad550e","12",3,20,2,0,2,1,3
"pdf","fcad550e","12",3,20,3,1,2,1,3
"pdf","fcad550e","12",3,20,4,0,2,1,3
"pdf","fcad550e","12",3,20,5,0,2,1,3
"pdf","fcad550e","12",3,20,6,1,2,1,3
"pdf","fcad550e","12",3,20,7,1,2,1,3
"pdf","fcad550e","12",3,20,8,0,2,1,3
"pdf","fcad550e","12",3,20,9,1,2,1,3
"pdf","fcad550e","12",3,20,10,1,2,1,3
"pdf","fcad550e","12",3,20,11,0,2,1,3
"pdf","fcad550e","12",3,20,12,1,2,1,3
"pdf","fcad550e","12",3,20,13,1,2,1,3
"pdf","fcad550e","12",3,20,14,1,2,1,3
"pdf","fcad550e","12",3,20,15,0,2,1,3
"pdf","fcad550e","12",3,20,16,1,2,1,3
"pdf","fcad550e","12",3,20,17,1,2,1,3
"pdf","fcad550e","12",3,20,18,1,2,1,3
"pdf","fcad550e","12",3,20,19,1,2,1,3
"pdf","fcad550e","12",3,20,20,1,2,1,3
"pdf","fcad550e","12",4,20,1,0,5,1,3
"pdf","fcad550e","12",4,20,2,1,5,1,3
"pdf","fcad550e","12",4,20,3,1,5,1,3
"pdf","fcad550e","12",4,20,4,1,5,1,3
"pdf","fcad550e","12",4,20,5,1,5,1,3
"pdf","fcad550e","12",4,20,6,1,5,1,3
"pdf","fcad550e","12",4,20,7,1,5,1,3
"pdf","fcad550e","12",4,20,8,1,5,1,3
"pdf","fcad550e","12",4,20,9,0,5,1,3
"pdf","fcad550e","12",4,20,10,1,5,1,3
"pdf","fcad550e","12",4,20,11,1,5,1,3
"pdf","fcad550e","12",4,20,12,1,5,1,3
"pdf","fcad550e","12",4,20,13,1,5,1,3
"pdf","fcad550e","12",4,20,14,1,5,1,3
"pdf","fcad550e","12",4,20,15,1,5,1,3
"pdf","fcad550e","12",4,20,16,0,5,1,3
"pdf","fcad550e","12",4,20,17,1,5,1,3
"pdf","fcad550e","12",4,20,18,1,5,1,3
"pdf","fcad550e","12",4,20,19,0,5,1,3
"pdf","fcad550e","12",4,20,20,1,5,1,3
"pdf","fcad550e","12",5,20,1,1,7,1,3
"pdf","fcad550e","12",5,20,2,1,7,1,3
"pdf","fcad550e","12",5,20,3,1,7,1,3
"pdf","fcad550e","12",5,20,4,0,7,1,3
"pdf","fcad550e","12",5,20,5,1,7,1,3
"pdf","fcad550e","12",5,20,6,1,7,1,3
"pdf","fcad550e","12",5,20,7,0,7,1,3
"pdf","fcad550e","12",5,20,8,1,7,1,3
"pdf","fcad550e","12",5,20,9,1,7,1,3
"pdf","fcad550e","12",5,20,10,1,7,1,3
"pdf","fcad550e","12",5,20,11,1,7,1,3
"pdf","fcad550e","12",5,20,12,1,7,1,3
"pdf","fcad550e","12",5,20,13,0,7,1,3
"pdf","fcad550e","12",5,20,14,1,7,1,3
"pdf","fcad550e","12",5,20,15,0,7,1,3
"pdf","fcad550e","12",5,20,16,0,7,1,3
"pdf","fcad550e","12",5,20,17,0,7,1,3
"pdf","fcad550e","12",5,20,18,1,7,1,3
"pdf","fcad550e","12",5,20,19,1,7,1,3
"pdf","fcad550e","12",5,20,20,1,7,1,3
"pdf","fcad550e","12",6,20,1,1,4,1,3
"pdf","fcad550e","12",6,20,2,1,4,1,3
"pdf","fcad550e","12",6,20,3,1,4,1,3
"pdf","fcad550e","12",6,20,4,0,4,1,3
"pdf","fcad550e","12",6,20,5,0,4,1,3
"pdf","fcad550e","12",6,20,6,1,4,1,3
"pdf","fcad550e","12",6,20,7,1,4,1,3
"pdf","fcad550e","12",6,20,8,1,4,1,3
"pdf","fcad550e","12",6,20,9,0,4,1,3
"pdf","fcad550e","12",6,20,10,0,4,1,3
"pdf","fcad550e","12",6,20,11,1,4,1,3
"pdf","fcad550e","12",6,20,12,1,4,1,3
"pdf","fcad550e","12",6,20,13,0,4,1,3
"pdf","fcad550e","12",6,20,14,1,4,1,3
"pdf","fcad550e","12",6,20,15,1,4,1,3
"pdf","fcad550e","12",6,20,16,0,4,1,3
"pdf","fcad550e","12",6,20,17,0,4,1,3
"pdf","fcad550e","12",6,20,18,0,4,1,3
"pdf","fcad550e","12",6,20,19,1,4,1,3
"pdf","fcad550e","12",6,20,20,0,4,1,3
"pdf","fcad550e","12",7,20,1,1,10,1,3
"pdf","fcad550e","12",7,20,2,0,10,1,3
"pdf","fcad550e","12",7,20,3,0,10,1,3
"pdf","fcad550e","12",7,20,4,0,10,1,3
"pdf","fcad550e","12",7,20,5,0,10,1,3
"pdf","fcad550e","12",7,20,6,0,10,1,3
"pdf","fcad550e","12",7,20,7,1,10,1,3
"pdf","fcad550e","12",7,20,8,0,10,1,3
"pdf","fcad550e","12",7,20,9,0,10,1,3
"pdf","fcad550e","12",7,20,10,1,10,1,3
"pdf","fcad550e","12",7,20,11,0,10,1,3
"pdf","fcad550e","12",7,20,12,1,10,1,3
"pdf","fcad550e","12",7,20,13,1,10,1,3
"pdf","fcad550e","12",7,20,14,0,10,1,3
"pdf","fcad550e","12",7,20,15,0,10,1,3
"pdf","fcad550e","12",7,20,16,1,10,1,3
"pdf","fcad550e","12",7,20,17,1,10,1,3
